sample_index,wall_time_iso,elapsed_s,ros_time_s,cpu_percent,mem_total_mb,mem_available_mb,mem_used_mb,mem_used_percent,swap_total_mb,swap_used_mb,swap_used_percent,load1,load5,load15,disk_read_mbps,disk_write_mbps,net_rx_mbps,net_tx_mbps,cpu_freq_avg_mhz,cpu_freq_max_mhz,cpu_temp_c
139,2026-05-02T15:46:23.257,71.920,,9.175,128576.582,119000.434,9576.148,7.448,2047.996,0.000,0.000,3.210,2.160,1.820,243.129,0.132,0.001,0.023,2451.7,5500.0,61.0
140,2026-05-02T15:46:23.799,72.463,,11.912,128576.582,119067.191,9509.391,7.396,2047.996,0.000,0.000,3.210,2.160,1.820,240.998,0.000,0.000,0.021,2641.4,5380.6,62.0
141,2026-05-02T15:46:24.311,72.975,,13.979,128576.582,119050.340,9526.242,7.409,2047.996,0.000,0.000,3.210,2.160,1.820,269.570,0.122,0.001,0.023,2637.8,5500.0,60.0
142,2026-05-02T15:46:24.861,73.524,,20.160,128576.582,119044.289,9532.293,7.414,2047.996,0.000,0.000,3.210,2.160,1.820,221.914,1.137,0.001,0.020,2612.3,5500.0,59.0
143,2026-05-02T15:46:25.362,74.025,,17.177,128576.582,119002.176,9574.406,7.446,2047.996,0.000,0.000,3.210,2.160,1.820,220.115,0.000,0.001,0.022,2955.3,5500.0,59.0
144,2026-05-02T15:46:25.909,74.572,,16.485,128576.582,119040.137,9536.445,7.417,2047.996,0.000,0.000,3.190,2.170,1.830,240.488,0.000,0.001,0.020,2219.4,5447.7,66.0
145,2026-05-02T15:46:26.409,75.072,,15.544,128576.582,119023.383,9553.199,7.430,2047.996,0.000,0.000,3.190,2.170,1.830,236.484,0.000,0.000,0.000,2807.4,5499.9,58.0
146,2026-05-02T15:46:26.958,75.621,,13.390,128576.582,118993.641,9582.941,7.453,2047.996,0.000,0.000,3.190,2.170,1.830,236.711,0.000,0.001,0.020,2848.5,5500.0,48.0
147,2026-05-02T15:46:27.463,76.127,,11.696,128576.582,119001.406,9575.176,7.447,2047.996,0.000,0.000,3.190,2.170,1.830,237.443,0.000,0.000,0.022,2256.7,5500.0,51.0
148,2026-05-02T15:46:28.005,76.668,,10.847,128576.582,119008.316,9568.266,7.442,2047.996,0.000,0.000,3.190,2.170,1.830,239.227,0.000,0.001,0.020,2973.8,5510.9,52.0
149,2026-05-02T15:46:28.510,77.173,,8.854,128576.582,118999.711,9576.871,7.448,2047.996,0.000,0.000,3.190,2.170,1.830,246.519,0.734,0.000,0.022,2626.9,5500.0,52.0
150,2026-05-02T15:46:29.050,77.713,,9.591,128576.582,119026.312,9550.270,7.428,2047.996,0.000,0.000,3.190,2.170,1.830,223.630,0.000,0.001,0.021,2505.1,5500.0,55.0
151,2026-05-02T15:46:29.596,78.259,,9.437,128576.582,119002.406,9574.176,7.446,2047.996,0.000,0.000,3.190,2.170,1.830,246.226,0.129,0.001,0.020,1869.2,5338.7,56.0
152,2026-05-02T15:46:30.102,78.765,,9.808,128576.582,118942.293,9634.289,7.493,2047.996,0.000,0.000,3.190,2.170,1.830,218.749,0.000,0.000,0.000,2862.9,5500.0,61.0
153,2026-05-02T15:46:30.604,79.268,,15.356,128576.582,118965.992,9610.590,7.475,2047.996,0.000,0.000,3.190,2.170,1.830,269.317,1.276,0.000,0.000,2816.2,5537.2,62.0
154,2026-05-02T15:46:31.154,79.818,,10.206,128576.582,118964.824,9611.758,7.476,2047.996,0.000,0.000,3.010,2.150,1.830,238.163,0.000,0.001,0.001,2305.1,5500.0,47.0
155,2026-05-02T15:46:31.701,80.364,,6.203,128576.582,118948.027,9628.555,7.489,2047.996,0.000,0.000,3.010,2.150,1.830,223.729,0.000,0.001,0.002,2653.2,5500.0,51.0
156,2026-05-02T15:46:32.202,80.865,,9.688,128576.582,118955.695,9620.887,7.483,2047.996,0.000,0.000,3.010,2.150,1.830,222.717,0.000,0.000,0.001,1766.8,5500.0,54.0
157,2026-05-02T15:46:32.705,81.368,,10.490,128576.582,118966.836,9609.746,7.474,2047.996,0.000,0.000,3.010,2.150,1.830,268.409,0.000,0.000,0.001,3300.2,5500.0,54.0
158,2026-05-02T15:46:33.248,81.911,,10.766,128576.582,118949.570,9627.012,7.487,2047.996,0.000,0.000,3.010,2.150,1.830,275.268,0.000,0.000,0.000,4158.7,5498.6,45.0
159,2026-05-02T15:46:33.756,82.420,,12.538,128576.582,119008.066,9568.516,7.442,2047.996,0.000,0.000,3.010,2.150,1.830,272.032,0.207,0.000,0.000,2795.5,5500.0,47.0
160,2026-05-02T15:46:34.259,82.922,,12.053,128576.582,118984.805,9591.777,7.460,2047.996,0.000,0.000,3.010,2.150,1.830,296.605,0.000,0.000,0.000,2561.6,5500.0,66.0
161,2026-05-02T15:46:34.762,83.425,,11.754,128576.582,118922.160,9654.422,7.509,2047.996,0.000,0.000,3.010,2.150,1.830,299.864,0.140,0.000,0.000,2411.9,5511.2,54.0
162,2026-05-02T15:46:35.264,83.928,,11.819,128576.582,118899.590,9676.992,7.526,2047.996,0.000,0.000,3.010,2.150,1.830,266.133,0.000,0.000,0.000,3290.5,5500.0,57.0
163,2026-05-02T15:46:35.764,84.428,,13.109,128576.582,118932.473,9644.109,7.501,2047.996,0.000,0.000,2.930,2.150,1.830,296.961,0.000,0.000,0.000,2951.4,5512.2,50.0
164,2026-05-02T15:46:36.306,84.970,,10.012,128576.582,118932.641,9643.941,7.501,2047.996,0.000,0.000,2.930,2.150,1.830,295.664,0.000,0.000,0.000,1882.4,5505.0,42.9
165,2026-05-02T15:46:36.850,85.513,,9.779,128576.582,118920.066,9656.516,7.510,2047.996,0.000,0.000,2.930,2.150,1.830,308.832,1.215,0.000,0.000,3171.4,5385.0,51.0
166,2026-05-02T15:46:37.356,86.019,,8.091,128576.582,118909.375,9667.207,7.519,2047.996,0.000,0.000,2.930,2.150,1.830,302.022,0.000,0.000,0.000,3000.0,5500.0,58.0
167,2026-05-02T15:46:37.859,86.522,,8.739,128576.582,118905.656,9670.926,7.522,2047.996,0.000,0.000,2.930,2.150,1.830,303.228,0.000,0.000,0.000,3001.5,5526.6,58.0
168,2026-05-02T15:46:38.359,87.022,,8.113,128576.582,118910.672,9665.910,7.518,2047.996,0.000,0.000,2.930,2.150,1.830,294.960,0.141,0.000,0.000,3312.4,5500.0,46.0
169,2026-05-02T15:46:38.902,87.566,,7.457,128576.582,118929.504,9647.078,7.503,2047.996,0.000,0.000,2.930,2.150,1.830,300.512,0.165,0.000,0.000,3691.2,5470.1,53.0
170,2026-05-02T15:46:39.407,88.070,,7.098,128576.582,118909.746,9666.836,7.518,2047.996,0.000,0.000,2.930,2.150,1.830,277.619,0.000,0.000,0.001,2125.4,5474.1,55.0
171,2026-05-02T15:46:39.954,88.618,,7.070,128576.582,118944.953,9631.629,7.491,2047.996,0.000,0.000,2.930,2.150,1.830,290.288,0.121,0.000,0.001,3967.7,5500.0,55.0
172,2026-05-02T15:46:40.503,89.166,,7.878,128576.582,118924.070,9652.512,7.507,2047.996,0.000,0.000,2.930,2.150,1.830,276.547,0.000,0.000,0.002,3257.2,5500.0,56.0
173,2026-05-02T15:46:41.051,89.715,,9.446,128576.582,118867.953,9708.629,7.551,2047.996,0.000,0.000,2.860,2.150,1.830,259.942,0.000,0.000,0.000,2880.7,5500.0,54.0
174,2026-05-02T15:46:41.552,90.215,,7.447,128576.582,118912.836,9663.746,7.516,2047.996,0.000,0.000,2.860,2.150,1.830,275.406,0.000,0.000,0.000,2036.3,5500.0,46.0
175,2026-05-02T15:46:42.053,90.717,,6.942,128576.582,118879.836,9696.746,7.542,2047.996,0.000,0.000,2.860,2.150,1.830,290.425,0.000,0.000,0.001,2202.7,5500.0,45.0
176,2026-05-02T15:46:42.555,91.218,,9.291,128576.582,118867.645,9708.938,7.551,2047.996,0.000,0.000,2.860,2.150,1.830,290.955,0.000,0.000,0.000,2570.9,5502.9,51.0
177,2026-05-02T15:46:43.103,91.766,,9.211,128576.582,118880.590,9695.992,7.541,2047.996,0.000,0.000,2.860,2.150,1.830,282.231,1.120,0.000,0.000,1671.6,5500.0,53.0
178,2026-05-02T15:46:43.604,92.267,,10.829,128576.582,118827.344,9749.238,7.582,2047.996,0.000,0.000,2.860,2.150,1.830,289.326,0.140,0.000,0.000,2865.3,5519.8,54.0
179,2026-05-02T15:46:44.105,92.768,,8.776,128576.582,118827.824,9748.758,7.582,2047.996,0.000,0.000,2.860,2.150,1.830,296.004,0.000,0.000,0.000,2710.3,5500.0,63.0
180,2026-05-02T15:46:44.611,93.274,,9.350,128576.582,118800.496,9776.086,7.603,2047.996,0.000,0.000,2.860,2.150,1.830,299.226,0.000,0.000,0.000,2538.8,5513.0,43.9
181,2026-05-02T15:46:45.112,93.775,,8.956,128576.582,118847.938,9728.645,7.566,2047.996,0.000,0.000,2.860,2.150,1.830,276.998,0.140,0.000,0.000,2955.5,5500.0,55.0
182,2026-05-02T15:46:45.654,94.318,,8.009,128576.582,118865.621,9710.961,7.553,2047.996,0.000,0.000,2.860,2.150,1.830,292.140,0.000,0.001,0.001,2624.3,5500.0,60.0
183,2026-05-02T15:46:46.162,94.825,,8.905,128576.582,118898.480,9678.102,7.527,2047.996,0.000,0.000,2.870,2.160,1.830,278.809,0.000,0.000,0.001,2522.9,5500.0,60.0
184,2026-05-02T15:46:46.706,95.369,,10.415,128576.582,118903.309,9673.273,7.523,2047.996,0.000,0.000,2.870,2.160,1.830,278.166,0.000,0.000,0.000,3585.5,5500.0,44.0
185,2026-05-02T15:46:47.256,95.919,,9.794,128576.582,118856.023,9720.559,7.560,2047.996,0.000,0.000,2.870,2.160,1.830,223.874,0.000,0.000,0.001,3968.5,5500.0,43.0
186,2026-05-02T15:46:47.758,96.422,,10.763,128576.582,118829.996,9746.586,7.580,2047.996,0.000,0.000,2.870,2.160,1.830,275.835,0.000,0.000,0.002,3042.3,5431.9,49.0
187,2026-05-02T15:46:48.299,96.962,,7.909,128576.582,118923.172,9653.410,7.508,2047.996,0.000,0.000,2.870,2.160,1.830,260.864,0.000,0.000,0.002,3666.7,5414.6,51.0
188,2026-05-02T15:46:48.846,97.509,,9.735,128576.582,118919.508,9657.074,7.511,2047.996,0.000,0.000,2.870,2.160,1.830,266.868,1.464,0.001,0.001,4698.4,5300.0,49.0
189,2026-05-02T15:46:49.361,98.024,,10.135,128576.582,118881.820,9694.762,7.540,2047.996,0.000,0.000,2.870,2.160,1.830,263.342,0.000,0.000,0.000,2628.3,5500.0,62.0
190,2026-05-02T15:46:49.862,98.525,,8.921,128576.582,118898.172,9678.410,7.527,2047.996,0.000,0.000,2.870,2.160,1.830,279.444,1.762,0.000,0.000,2659.7,5445.8,62.0
191,2026-05-02T15:46:50.410,99.074,,13.887,128576.582,118859.035,9717.547,7.558,2047.996,0.000,0.000,2.870,2.160,1.830,274.327,0.000,0.000,0.000,2581.8,5500.2,63.0
192,2026-05-02T15:46:50.952,99.616,,12.450,128576.582,118782.754,9793.828,7.617,2047.996,0.000,0.000,2.960,2.190,1.850,276.100,0.000,0.000,0.000,4700.0,5300.1,54.0
193,2026-05-02T15:46:51.462,100.125,,13.210,128576.582,118774.164,9802.418,7.624,2047.996,0.000,0.000,2.960,2.190,1.850,276.689,0.153,0.000,0.000,3396.6,5500.0,59.0
194,2026-05-02T15:46:52.011,100.674,,11.879,128576.582,118765.816,9810.766,7.630,2047.996,0.000,0.000,2.960,2.190,1.850,274.750,0.000,0.001,0.001,2984.6,5500.0,64.0
195,2026-05-02T15:46:52.555,101.218,,12.182,128576.582,118780.949,9795.633,7.619,2047.996,0.000,0.000,2.960,2.190,1.850,277.798,0.000,0.000,0.001,2926.2,5500.0,64.0
196,2026-05-02T15:46:53.064,101.728,,13.755,128576.582,118822.312,9754.270,7.586,2047.996,0.000,0.000,2.960,2.190,1.850,275.053,0.038,0.000,0.001,1777.6,5500.5,58.0
197,2026-05-02T15:46:53.601,102.264,,13.221,128576.582,118936.074,9640.508,7.498,2047.996,0.000,0.000,2.960,2.190,1.850,275.694,0.000,0.000,0.000,2655.3,5500.0,51.0
198,2026-05-02T15:46:54.107,102.771,,12.438,128576.582,118853.953,9722.629,7.562,2047.996,0.000,0.000,2.960,2.190,1.850,282.079,0.000,0.000,0.000,3078.3,5500.0,64.0
199,2026-05-02T15:46:54.656,103.319,,13.043,128576.582,118818.848,9757.734,7.589,2047.996,0.000,0.000,2.960,2.190,1.850,275.890,0.875,0.000,0.000,2722.7,5500.0,62.0
200,2026-05-02T15:46:55.157,103.820,,15.668,128576.582,118906.914,9669.668,7.521,2047.996,0.000,0.000,2.960,2.190,1.850,271.797,0.140,0.001,0.002,3270.3,5487.3,60.0
201,2026-05-02T15:46:55.659,104.322,,11.315,128576.582,118922.289,9654.293,7.509,2047.996,0.000,0.000,2.960,2.190,1.850,275.795,0.000,0.000,0.001,2806.9,5500.0,60.0
202,2026-05-02T15:46:56.194,104.857,,9.033,128576.582,118910.352,9666.230,7.518,2047.996,0.000,0.000,2.960,2.210,1.850,263.069,0.000,0.006,0.007,4456.2,5500.0,45.0
203,2026-05-02T15:46:56.700,105.363,,9.182,128576.582,118923.762,9652.820,7.507,2047.996,0.000,0.000,2.960,2.210,1.850,268.353,0.224,0.006,0.006,2956.4,5527.8,49.0
204,2026-05-02T15:46:57.204,105.867,,7.916,128576.582,118939.512,9637.070,7.495,2047.996,0.000,0.000,2.960,2.210,1.850,264.405,0.000,0.010,0.026,1887.0,5497.9,45.0
205,2026-05-02T15:46:57.707,106.370,,9.204,128576.582,118927.750,9648.832,7.504,2047.996,0.000,0.000,2.960,2.210,1.850,276.663,0.000,0.006,0.288,2099.5,5342.6,49.0
206,2026-05-02T15:46:58.252,106.916,,8.713,128576.582,118897.359,9679.223,7.528,2047.996,0.000,0.000,2.960,2.210,1.850,273.930,0.000,0.005,0.026,2563.2,5500.0,55.0
207,2026-05-02T15:46:58.756,107.419,,4.070,128576.582,118932.941,9643.641,7.500,2047.996,0.000,0.000,2.960,2.210,1.850,277.946,0.031,0.000,0.021,2144.9,5502.1,55.0
208,2026-05-02T15:46:59.301,107.964,,9.107,128576.582,118892.605,9683.977,7.532,2047.996,0.000,0.000,2.960,2.210,1.850,277.666,0.000,0.001,0.024,3308.7,5443.0,57.0
209,2026-05-02T15:46:59.804,108.467,,8.463,128576.582,118958.066,9618.516,7.481,2047.996,0.000,0.000,2.960,2.210,1.850,275.195,0.000,0.001,0.023,2955.0,5530.6,57.0
210,2026-05-02T15:47:00.349,109.012,,8.764,128576.582,118924.039,9652.543,7.507,2047.996,0.000,0.000,2.960,2.210,1.850,274.975,0.115,0.001,0.032,3043.9,5535.7,60.0
211,2026-05-02T15:47:00.854,109.517,,7.918,128576.582,118911.613,9664.969,7.517,2047.996,0.000,0.000,2.810,2.190,1.850,277.393,1.269,0.001,0.000,2696.5,5500.0,60.0
212,2026-05-02T15:47:01.359,110.022,,8.240,128576.582,118919.703,9656.879,7.511,2047.996,0.000,0.000,2.810,2.190,1.850,270.011,0.000,0.000,0.021,3222.3,5500.0,47.0
213,2026-05-02T15:47:01.900,110.563,,9.023,128576.582,118863.387,9713.195,7.554,2047.996,0.000,0.000,2.810,2.190,1.850,259.944,0.209,0.001,0.019,2506.4,5500.0,57.0
214,2026-05-02T15:47:02.448,111.112,,9.734,128576.582,118876.297,9700.285,7.544,2047.996,0.000,0.000,2.810,2.190,1.850,262.028,0.000,0.001,0.019,1928.3,5527.1,57.0
215,2026-05-02T15:47:02.955,111.618,,8.577,128576.582,118863.340,9713.242,7.554,2047.996,0.000,0.000,2.810,2.190,1.850,278.748,0.000,0.001,0.021,2346.2,5500.0,54.0
216,2026-05-02T15:47:03.455,112.119,,9.864,128576.582,118834.375,9742.207,7.577,2047.996,0.000,0.000,2.810,2.190,1.850,279.213,0.000,0.000,0.021,2465.1,5496.6,49.0
217,2026-05-02T15:47:03.956,112.619,,7.206,128576.582,118859.992,9716.590,7.557,2047.996,0.000,0.000,2.810,2.190,1.850,278.177,0.000,0.002,0.023,2509.0,5502.4,49.0
218,2026-05-02T15:47:04.501,113.164,,8.530,128576.582,118837.812,9738.770,7.574,2047.996,0.000,0.000,2.810,2.190,1.850,267.838,0.000,0.001,0.002,4686.9,5300.1,57.0
219,2026-05-02T15:47:05.001,113.664,,9.220,128576.582,118860.027,9716.555,7.557,2047.996,0.000,0.000,2.810,2.190,1.850,275.137,0.000,0.001,0.021,2737.6,5500.0,57.0
220,2026-05-02T15:47:05.502,114.166,,8.214,128576.582,118858.586,9717.996,7.558,2047.996,0.000,0.000,2.810,2.190,1.850,276.616,0.132,0.000,0.020,2157.8,5500.0,46.0
221,2026-05-02T15:47:06.053,114.716,,7.414,128576.582,118845.832,9730.750,7.568,2047.996,0.000,0.000,2.660,2.170,1.840,259.566,0.000,0.000,0.019,2982.6,5510.3,46.0
222,2026-05-02T15:47:06.602,115.266,,7.208,128576.582,118879.848,9696.734,7.542,2047.996,0.000,0.000,2.660,2.170,1.840,260.165,0.000,0.012,0.026,3036.8,5500.0,58.0
223,2026-05-02T15:47:07.150,115.813,,9.753,128576.582,118843.301,9733.281,7.570,2047.996,0.000,0.000,2.660,2.170,1.840,243.538,1.421,0.012,0.374,2124.2,5384.6,60.0
224,2026-05-02T15:47:07.700,116.363,,8.573,128576.582,118853.070,9723.512,7.562,2047.996,0.000,0.000,2.660,2.170,1.840,257.208,0.000,0.000,0.025,2547.2,5500.0,47.0
225,2026-05-02T15:47:08.203,116.866,,10.199,128576.582,118868.305,9708.277,7.551,2047.996,0.000,0.000,2.660,2.170,1.840,229.255,0.000,0.004,0.025,3038.0,5500.0,50.0
226,2026-05-02T15:47:08.752,117.416,,8.511,128576.582,118932.562,9644.020,7.501,2047.996,0.000,0.000,2.660,2.170,1.840,251.336,0.000,0.001,0.001,2823.7,5500.0,58.0
227,2026-05-02T15:47:09.254,117.917,,12.423,128576.582,118897.262,9679.320,7.528,2047.996,0.000,0.000,2.660,2.170,1.840,241.419,0.000,0.001,0.067,3781.6,5400.0,58.0
228,2026-05-02T15:47:09.802,118.465,,9.001,128576.582,118865.328,9711.254,7.553,2047.996,0.000,0.000,2.660,2.170,1.840,242.451,0.000,0.000,0.007,2397.0,5532.7,59.0
229,2026-05-02T15:47:10.303,118.966,,11.430,128576.582,118915.992,9660.590,7.513,2047.996,0.000,0.000,2.660,2.170,1.840,261.528,0.000,0.008,0.070,3718.4,5408.7,59.0
230,2026-05-02T15:47:10.805,119.469,,8.647,128576.582,118879.199,9697.383,7.542,2047.996,0.000,0.000,2.690,2.180,1.850,265.823,0.140,0.011,0.068,3776.6,5414.5,54.0
231,2026-05-02T15:47:11.312,119.975,,18.602,128576.582,118765.676,9810.906,7.630,2047.996,0.000,0.000,2.690,2.180,1.850,339.333,2.938,0.026,0.454,2840.1,5483.8,68.0
232,2026-05-02T15:47:11.849,120.512,,16.814,128576.582,118828.047,9748.535,7.582,2047.996,0.000,0.000,2.690,2.180,1.850,334.376,0.742,0.018,0.259,3507.0,5403.8,45.9
233,2026-05-02T15:47:12.353,121.016,,13.200,128576.582,118835.461,9741.121,7.576,2047.996,0.000,0.000,2.690,2.180,1.850,266.133,0.519,0.021,0.398,2786.3,5500.0,63.0
234,2026-05-02T15:47:12.856,121.519,,13.636,128576.582,118855.648,9720.934,7.560,2047.996,0.000,0.000,2.690,2.180,1.850,252.299,0.692,0.008,0.215,2747.1,5524.6,60.0
235,2026-05-02T15:47:13.356,122.019,,18.255,128576.582,118843.156,9733.426,7.570,2047.996,0.000,0.000,2.690,2.180,1.850,263.239,0.000,0.004,0.124,2156.5,5393.2,66.0
236,2026-05-02T15:47:13.860,122.524,,13.932,128576.582,118811.008,9765.574,7.595,2047.996,0.000,0.000,2.690,2.180,1.850,249.889,0.000,0.037,0.103,2464.7,5529.1,53.0
237,2026-05-02T15:47:14.400,123.063,,13.387,128576.582,118799.914,9776.668,7.604,2047.996,0.000,0.000,2.690,2.180,1.850,271.928,0.000,0.000,0.000,2533.5,5512.9,58.0
238,2026-05-02T15:47:14.908,123.571,,13.019,128576.582,118770.320,9806.262,7.627,2047.996,0.000,0.000,2.690,2.180,1.850,252.143,0.000,0.000,0.001,2800.1,5500.0,52.0
239,2026-05-02T15:47:15.410,124.073,,12.711,128576.582,118760.652,9815.930,7.634,2047.996,0.000,0.000,2.690,2.180,1.850,278.185,0.000,0.000,0.001,1699.4,5500.0,47.0
240,2026-05-02T15:47:15.957,124.620,,13.829,128576.582,118721.160,9855.422,7.665,2047.996,0.000,0.000,2.630,2.180,1.850,275.199,0.136,0.001,0.001,2255.1,5433.3,64.0
241,2026-05-02T15:47:16.463,125.126,,24.306,128576.582,118736.414,9840.168,7.653,2047.996,0.000,0.000,2.630,2.180,1.850,275.822,0.000,0.000,0.000,2674.9,5449.5,64.0
242,2026-05-02T15:47:16.964,125.627,,15.504,128576.582,118739.266,9837.316,7.651,2047.996,0.000,0.000,2.630,2.180,1.850,274.902,0.273,0.000,0.000,2411.3,5531.4,64.0
243,2026-05-02T15:47:17.508,126.171,,17.324,128576.582,118746.750,9829.832,7.645,2047.996,0.000,0.000,2.630,2.180,1.850,278.498,0.165,0.000,0.000,2587.5,5506.9,60.0
244,2026-05-02T15:47:18.008,126.671,,15.191,128576.582,118706.902,9869.680,7.676,2047.996,0.000,0.000,2.630,2.180,1.850,276.425,1.468,0.000,0.001,2671.8,5534.8,68.0
245,2026-05-02T15:47:18.510,127.173,,12.017,128576.582,118794.453,9782.129,7.608,2047.996,0.000,0.000,2.630,2.180,1.850,275.441,0.000,0.000,0.000,3275.6,5542.6,60.0
246,2026-05-02T15:47:19.013,127.676,,16.198,128576.582,118806.852,9769.730,7.598,2047.996,0.000,0.000,2.630,2.180,1.850,278.782,0.000,0.008,0.173,2467.7,5500.0,68.0
247,2026-05-02T15:47:19.517,128.180,,12.873,128576.582,118859.059,9717.523,7.558,2047.996,0.000,0.000,2.630,2.180,1.850,273.143,0.000,0.002,0.093,2796.3,5500.2,68.0
248,2026-05-02T15:47:20.063,128.726,,14.838,128576.582,118796.883,9779.699,7.606,2047.996,0.000,0.000,2.630,2.180,1.850,280.711,0.000,0.001,0.053,2798.2,5500.0,70.0
249,2026-05-02T15:47:20.565,129.228,,13.098,128576.582,118793.820,9782.762,7.609,2047.996,0.000,0.000,2.630,2.180,1.850,272.663,0.000,0.000,0.002,2837.2,5500.0,62.0
250,2026-05-02T15:47:21.067,129.730,,14.312,128576.582,118823.684,9752.898,7.585,2047.996,0.000,0.000,2.580,2.170,1.850,275.846,0.124,0.000,0.001,2967.6,5500.0,48.0
251,2026-05-02T15:47:21.605,130.268,,18.096,128576.582,118801.461,9775.121,7.603,2047.996,0.000,0.000,2.580,2.170,1.850,275.876,0.000,0.016,0.307,2098.1,5453.4,59.0
252,2026-05-02T15:47:22.105,130.768,,13.854,128576.582,118814.555,9762.027,7.592,2047.996,0.000,0.000,2.580,2.170,1.850,277.393,0.000,0.012,0.130,2350.8,5500.0,59.0
253,2026-05-02T15:47:22.653,131.317,,12.999,128576.582,118798.965,9777.617,7.605,2047.996,0.000,0.000,2.580,2.170,1.850,253.511,0.655,0.010,0.298,2788.1,5500.0,59.0
254,2026-05-02T15:47:23.203,131.866,,11.805,128576.582,118795.977,9780.605,7.607,2047.996,0.000,0.000,2.580,2.170,1.850,214.684,0.036,0.004,0.080,2375.6,5500.0,53.0
255,2026-05-02T15:47:23.705,132.368,,13.397,128576.582,118821.633,9754.949,7.587,2047.996,0.000,0.000,2.580,2.170,1.850,238.202,0.000,0.012,0.119,2480.4,5322.4,62.0
256,2026-05-02T15:47:24.205,132.868,,12.734,128576.582,118871.785,9704.797,7.548,2047.996,0.000,0.000,2.580,2.170,1.850,244.871,1.359,0.010,0.046,2159.8,5500.0,62.0
257,2026-05-02T15:47:24.752,133.416,,11.920,128576.582,118870.891,9705.691,7.549,2047.996,0.000,0.000,2.580,2.170,1.850,250.610,0.000,0.002,0.097,2790.2,5500.0,63.0
258,2026-05-02T15:47:25.253,133.917,,14.241,128576.582,118830.723,9745.859,7.580,2047.996,0.000,0.000,2.580,2.170,1.850,247.993,0.000,0.001,0.020,3574.3,5542.3,69.0
259,2026-05-02T15:47:25.803,134.466,,18.893,128576.582,118784.258,9792.324,7.616,2047.996,0.000,0.000,2.700,2.200,1.860,242.322,0.775,0.005,0.394,4650.1,5200.2,69.0
260,2026-05-02T15:47:26.307,134.970,,15.985,128576.582,118815.602,9760.980,7.592,2047.996,0.000,0.000,2.700,2.200,1.860,275.202,0.000,0.007,0.290,2431.4,5500.1,44.0
261,2026-05-02T15:47:26.807,135.471,,14.847,128576.582,118781.355,9795.227,7.618,2047.996,0.000,0.000,2.700,2.200,1.860,265.959,0.000,0.015,0.298,3365.0,5481.4,58.0
262,2026-05-02T15:47:27.357,136.020,,16.571,128576.582,118777.445,9799.137,7.621,2047.996,0.000,0.000,2.700,2.200,1.860,240.610,0.000,0.006,0.040,2596.3,5500.0,61.0
263,2026-05-02T15:47:27.857,136.520,,13.363,128576.582,118783.668,9792.914,7.616,2047.996,0.000,0.000,2.700,2.200,1.860,265.477,0.000,0.005,0.017,2645.1,5496.5,61.0
264,2026-05-02T15:47:28.357,137.021,,14.831,128576.582,118794.297,9782.285,7.608,2047.996,0.000,0.000,2.700,2.200,1.860,254.421,0.000,0.003,0.116,3220.5,5500.0,66.0
265,2026-05-02T15:47:28.903,137.567,,12.550,128576.582,118754.184,9822.398,7.639,2047.996,0.000,0.000,2.700,2.200,1.860,251.374,0.000,0.001,0.006,3169.1,5547.4,56.0
266,2026-05-02T15:47:29.404,138.067,,18.182,128576.582,118805.566,9771.016,7.599,2047.996,0.000,0.000,2.700,2.200,1.860,239.605,0.000,0.003,0.115,2888.9,5500.0,55.0
267,2026-05-02T15:47:29.908,138.572,,10.149,128576.582,118810.492,9766.090,7.596,2047.996,0.000,0.000,2.700,2.200,1.860,224.953,0.000,0.011,0.166,2028.4,5500.0,46.0
268,2026-05-02T15:47:30.452,139.115,,9.340,128576.582,118807.215,9769.367,7.598,2047.996,0.000,0.000,2.700,2.200,1.860,239.071,1.279,0.002,0.048,2945.5,5500.0,54.0
269,2026-05-02T15:47:31.002,139.665,,8.185,128576.582,118817.977,9758.605,7.590,2047.996,0.000,0.000,2.640,2.200,1.860,209.680,0.739,0.005,0.152,1849.4,5500.0,54.0
270,2026-05-02T15:47:31.546,140.210,,8.553,128576.582,118871.879,9704.703,7.548,2047.996,0.000,0.000,2.640,2.200,1.860,227.427,0.000,0.004,0.038,2509.2,5500.0,58.0
271,2026-05-02T15:47:32.096,140.759,,7.973,128576.582,118878.082,9698.500,7.543,2047.996,0.000,0.000,2.640,2.200,1.860,241.335,0.000,0.007,0.078,2542.0,5326.9,58.0
272,2026-05-02T15:47:32.599,141.262,,7.332,128576.582,118849.477,9727.105,7.565,2047.996,0.000,0.000,2.640,2.200,1.860,221.102,0.000,0.010,0.139,2825.7,5461.1,61.0
273,2026-05-02T15:47:33.099,141.762,,8.647,128576.582,118840.535,9736.047,7.572,2047.996,0.000,0.000,2.640,2.200,1.860,243.067,0.000,0.002,0.073,4696.2,5300.1,61.0
