sample_index,wall_time_iso,elapsed_s,ros_time_s,role,pid,command,cpu_percent,cpu_percent_host,rss_mb,vms_mb,pss_mb,peak_rss_mb,threads,voluntary_ctxt_switches,nonvoluntary_ctxt_switches,read_bytes,write_bytes,read_mbps,write_mbps
26,2026-05-02T15:45:24.246,12.909,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,0.000,0.000,2068.629,7057.805,2056.604,2068.629,77,346,277,163766272,4096,0.000,0.000
27,2026-05-02T15:45:24.761,13.425,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,19.730,628.996,9.030,19.730,12,281,1,7987200,4096,0.000,0.000
27,2026-05-02T15:45:24.761,13.425,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,0.000,0.000,2068.629,7057.805,2056.604,2068.629,77,346,277,163766272,4096,0.000,0.000
28,2026-05-02T15:45:25.276,13.939,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,19.730,628.996,9.030,19.730,12,281,1,7987200,4096,0.000,0.000
28,2026-05-02T15:45:25.276,13.939,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,0.000,0.000,2084.590,7057.805,2072.548,2084.590,77,348,277,163766272,4096,0.000,0.000
29,2026-05-02T15:45:25.790,14.454,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,19.730,628.996,9.030,19.730,12,281,1,7987200,4096,0.000,0.000
29,2026-05-02T15:45:25.790,14.454,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,0.000,0.000,2084.590,7057.805,2072.565,2084.590,77,348,277,163766272,4096,0.000,0.000
30,2026-05-02T15:45:26.336,14.999,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,19.730,628.996,9.029,19.730,12,281,1,7987200,4096,0.000,0.000
30,2026-05-02T15:45:26.336,14.999,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,1.834,0.057,2084.723,7057.852,2072.697,2096.660,77,349,277,163766272,4096,0.000,0.000
31,2026-05-02T15:45:26.839,15.502,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,19.828,628.996,8.390,19.828,12,282,1,7987200,4096,0.000,0.000
31,2026-05-02T15:45:26.839,15.502,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,1.985,0.062,2100.785,7057.852,2088.100,2100.785,77,349,277,163766272,4096,0.000,0.000
31,2026-05-02T15:45:26.839,15.502,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,,,57.781,756.793,41.940,57.781,13,116,6,9641984,0,,
32,2026-05-02T15:45:27.360,16.024,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.605,628.996,9.007,20.605,12,282,1,7987200,4096,0.000,0.000
32,2026-05-02T15:45:27.360,16.024,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,3.838,0.120,2101.613,7057.852,2088.609,2101.613,77,349,277,163766272,4096,0.000,0.000
32,2026-05-02T15:45:27.360,16.024,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,49.899,1.559,142.969,969.836,125.982,142.969,16,380,10,72138752,1003520,114.387,1.837
33,2026-05-02T15:45:27.908,16.572,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.605,628.996,9.007,20.605,12,282,1,7987200,4096,0.000,0.000
33,2026-05-02T15:45:27.908,16.572,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,25.549,0.798,2248.184,7361.141,2236.160,2248.184,77,397,277,163766272,4096,0.000,0.000
33,2026-05-02T15:45:27.908,16.572,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,20.074,0.627,210.891,1023.262,193.904,217.387,16,651,17,171753472,1003520,173.366,0.000
34,2026-05-02T15:45:28.428,17.091,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.609,628.996,9.011,20.609,12,282,1,7987200,4096,0.000,0.000
34,2026-05-02T15:45:28.428,17.091,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,107.772,3.368,2529.195,7489.891,2516.191,2529.195,77,409,277,163856384,4096,0.165,0.000
34,2026-05-02T15:45:28.428,17.091,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.321,0.541,208.051,1020.414,191.064,217.387,16,3128,18,266125312,1003520,173.205,0.000
35,2026-05-02T15:45:28.952,17.615,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.609,628.996,9.011,20.609,12,282,1,7987200,4096,0.000,0.000
35,2026-05-02T15:45:28.952,17.615,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,110.623,3.457,2581.391,7489.891,2568.387,2591.441,77,428,277,163856384,4096,0.000,0.000
35,2026-05-02T15:45:28.952,17.615,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.258,0.477,208.055,1020.414,191.068,217.387,16,5545,22,355254272,1003520,162.119,0.000
36,2026-05-02T15:45:29.472,18.135,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.609,628.996,9.011,20.609,12,282,1,7987200,4096,0.000,0.000
36,2026-05-02T15:45:29.472,18.135,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,107.836,3.370,2646.383,7553.891,2633.379,2646.383,77,451,277,163856384,8192,0.000,0.008
36,2026-05-02T15:45:29.472,18.135,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,13.480,0.421,208.055,1020.414,191.068,217.387,16,7961,25,444383232,1003520,163.680,0.000
37,2026-05-02T15:45:29.991,18.655,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.609,628.996,9.011,20.609,12,282,1,7987200,4096,0.000,0.000
37,2026-05-02T15:45:29.991,18.655,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,107.739,3.367,2787.699,7682.637,2775.344,2787.699,77,462,277,163856384,8192,0.000,0.000
37,2026-05-02T15:45:29.991,18.655,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,19.239,0.601,223.430,1020.414,206.443,223.430,16,10331,28,538755072,1003520,173.151,0.000
38,2026-05-02T15:45:30.496,19.159,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.609,628.996,9.011,20.609,12,282,1,7987200,4096,0.000,0.000
38,2026-05-02T15:45:30.496,19.159,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,757.389,23.668,2931.664,21581.121,2918.589,2931.664,356,515,280,163868672,8192,0.023,0.000
38,2026-05-02T15:45:30.496,19.159,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,21.810,0.682,225.410,1020.414,208.424,225.410,16,12284,49,601669632,1003520,118.962,0.000
39,2026-05-02T15:45:31.002,19.665,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.609,628.996,9.010,20.609,12,282,1,7987200,4096,0.000,0.000
39,2026-05-02T15:45:31.002,19.665,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,318.255,9.945,2947.438,23069.848,2934.362,2969.883,542,536,280,163868672,8192,0.000,0.000
39,2026-05-02T15:45:31.002,19.665,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,19.767,0.618,227.699,1020.414,210.713,227.699,16,14324,66,669827072,1003520,128.488,0.000
40,2026-05-02T15:45:31.506,20.169,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.609,628.996,9.011,20.609,12,282,1,7987200,4096,0.000,0.000
40,2026-05-02T15:45:31.506,20.169,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,221.951,6.936,2942.926,24062.332,2929.843,2969.883,666,553,280,163868672,8192,0.000,0.000
40,2026-05-02T15:45:31.506,20.169,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,13.872,0.433,227.699,1020.414,210.713,227.699,16,16626,85,737984512,1003520,128.811,0.000
41,2026-05-02T15:45:32.052,20.716,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.609,628.996,9.010,20.609,12,282,1,7987200,4096,0.000,0.000
41,2026-05-02T15:45:32.052,20.716,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,194.097,6.066,2970.242,24806.695,2957.167,2970.242,759,574,280,163868672,8192,0.000,0.000
